Order ID,Order Date,Segment,State,Product,Category,Quantity,Unit Price,Discount,Sales,Shipping,Profit,Channel,Status
ORD-10214,2025-08-19,Consumer,FL,Coffee Beans 1lb,Grocery,2,14.99,0,29.98,4.99,19.99,Website,Delivered
ORD-10215,2025-06-17,Corporate,TX,Protein Bar Box,Grocery,2,19.99,0,39.98,0,39.98,Website,Delivered
ORD-10216,2025-09-12,Consumer,FL,Notebook Set,Office,2,9.99,0.05,18.98,4.99,13.99,TikTok,Delivered
ORD-10217,2025-01-25,Consumer,NC,Coffee Beans 1lb,Grocery,1,14.99,0.1,13.49,4.99,8.5,Amazon,Cancelled
ORD-10218,2025-02-25,Consumer,FL,LED Strip Lights,Home,1,22.0,0.1,19.8,0,19.8,Amazon,Delivered
ORD-10219,2025-01-27,Corporate,GA,Water Bottle,Sports,1,18.5,0,18.5,6.99,11.51,Website,Delivered
ORD-10220,2025-11-16,Corporate,FL,Water Bottle,Sports,2,18.5,0.05,35.15,4.99,25.16,Website,Delivered
ORD-10221,2026-01-22,Consumer,GA,Running Socks 3pk,Apparel,1,11.0,0.1,9.9,4.99,4.91,Instagram,Returned
ORD-10222,2026-01-01,Consumer,CA,Wireless Earbuds,Electronics,1,29.99,0,29.99,0,29.99,Website,Returned
ORD-10223,2025-03-25,Consumer,NC,Notebook Set,Office,1,9.99,0,9.99,4.99,5.0,TikTok,Returned
ORD-10224,2025-09-01,Consumer,TX,Notebook Set,Office,2,9.99,0.15,16.98,4.99,11.99,Website,Delivered
ORD-10225,2025-11-02,Consumer,NC,Protein Bar Box,Grocery,1,19.99,0.2,15.99,0,15.99,TikTok,Returned
ORD-10226,2025-03-29,Corporate,NY,Coffee Beans 1lb,Grocery,3,14.99,0,44.97,6.99,32.98,Amazon,Delivered
ORD-10227,2025-04-08,Consumer,CA,Wireless Earbuds,Electronics,2,29.99,0.15,50.98,0,50.98,Website,Delivered
ORD-10228,2026-01-12,Corporate,FL,Coffee Beans 1lb,Grocery,2,14.99,0.1,26.98,6.99,19.990000000000002,TikTok,Delivered
ORD-10229,2025-09-27,Consumer,TX,Notebook Set,Office,1,9.99,0.15,8.49,6.99,1.5,Instagram,Returned
ORD-10230,2025-11-09,Consumer,GA,Running Socks 3pk,Apparel,2,11.0,0,22.0,4.99,17.009999999999998,Website,Returned
ORD-10231,2025-12-27,Consumer,CA,Desk Lamp,Home,1,32.0,0,32.0,4.99,27.009999999999998,Website,Returned
ORD-10232,2025-07-22,Consumer,FL,Desk Lamp,Home,1,32.0,0,32.0,6.99,25.009999999999998,Website,Cancelled
ORD-10233,2026-01-18,Consumer,GA,Phone Case,Accessories,1,12.5,0.05,11.88,4.99,6.890000000000001,TikTok,Delivered
ORD-10234,2025-02-25,Corporate,GA,Notebook Set,Office,3,9.99,0,29.97,0,29.97,Amazon,Returned
ORD-10235,2025-02-21,Consumer,TX,Coffee Beans 1lb,Grocery,3,14.99,0,44.97,0,44.97,Website,Cancelled
ORD-10236,2025-07-28,Corporate,CA,Yoga Mat,Sports,1,24.0,0.1,21.6,0,21.6,Website,Delivered
ORD-10237,2026-01-29,Consumer,GA,Running Socks 3pk,Apparel,1,11.0,0.15,9.35,0,9.35,Amazon,Delivered
ORD-10238,2025-01-19,Consumer,CA,Yoga Mat,Sports,2,24.0,0.2,38.4,0,38.4,Amazon,Delivered
ORD-10239,2025-06-21,Consumer,CA,Wireless Earbuds,Electronics,1,29.99,0,29.99,0,29.99,TikTok,Returned
ORD-10240,2025-05-20,Consumer,FL,LED Strip Lights,Home,1,22.0,0.2,17.6,6.99,10.610000000000001,Amazon,Delivered
ORD-10241,2026-01-13,Consumer,NC,Desk Lamp,Home,3,32.0,0,96.0,0,96.0,Website,Delivered
ORD-10242,2025-09-21,Consumer,FL,Protein Bar Box,Grocery,3,19.99,0.05,56.97,6.99,49.98,Website,Delivered
ORD-10243,2025-01-04,Consumer,NY,Yoga Mat,Sports,2,24.0,0,48.0,0,48.0,Website,Delivered
ORD-10244,2025-05-14,Corporate,TX,Desk Lamp,Home,2,32.0,0.15,54.4,0,54.4,Website,Cancelled
ORD-10245,2025-07-27,Corporate,NC,Phone Case,Accessories,2,12.5,0,25.0,0,25.0,Amazon,Delivered
ORD-10246,2025-03-10,Consumer,FL,Running Socks 3pk,Apparel,2,11.0,0,22.0,0,22.0,TikTok,Delivered
ORD-10247,2026-01-23,Corporate,GA,Water Bottle,Sports,3,18.5,0.1,49.95,6.99,42.96,Amazon,Returned
ORD-10248,2025-02-09,Corporate,FL,Phone Case,Accessories,2,12.5,0.05,23.75,4.99,13.76,TikTok,Returned
ORD-10249,2025-03-26,Consumer,CA,Coffee Beans 1lb,Grocery,2,14.99,0.1,26.98,0,21.98,Website,Cancelled
ORD-10250,2025-01-29,Consumer,FL,Protein Bar Box,Grocery,2,19.99,0,39.98,6.99,32.989999999999995,Instagram,Returned
ORD-10251,2026-01-06,Consumer,NY,Wireless Earbuds,Electronics,2,29.99,0.05,56.98,4.99,51.989999999999995,Website,Cancelled
ORD-10252,2025-08-05,Consumer,FL,Coffee Beans 1lb,Grocery,2,14.99,0,29.98,0,29.98,Website,Delivered
ORD-10253,2025-04-03,Consumer,NY,LED Strip Lights,Home,1,22.0,0,22.0,6.99,15.01,Instagram,Delivered
ORD-10254,2025-12-01,Consumer,FL,Water Bottle,Sports,2,18.5,0,37.0,0,37.0,TikTok,Delivered
ORD-10255,2025-01-02,Consumer,NC,Notebook Set,Office,1,9.99,0.15,8.49,0,8.49,Amazon,Returned
ORD-10256,2025-05-07,Consumer,TX,Water Bottle,Sports,2,18.5,0.05,35.15,0,35.15,Website,Cancelled
ORD-10257,2025-11-11,Consumer,GA,Phone Case,Accessories,1,12.5,0.2,10.0,6.99,3.01,Website,Returned
ORD-10258,2025-05-06,Corporate,FL,Wireless Earbuds,Electronics,2,29.99,0.1,53.98,0,53.98,Website,Returned
ORD-10259,2025-04-30,Corporate,TX,Coffee Beans 1lb,Grocery,1,14.99,0,14.99,4.99,10.0,Amazon,Delivered
ORD-10260,2025-07-31,Consumer,NC,Coffee Beans 1lb,Grocery,1,14.99,0,14.99,0,9.99,TikTok,Cancelled
ORD-10261,2025-10-12,Consumer,FL,Yoga Mat,Sports,3,24.0,0.15,61.2,6.99,54.21,Amazon,Cancelled
ORD-10262,2025-07-29,Consumer,NC,Water Bottle,Sports,2,18.5,0,37.0,6.99,30.009999999999998,TikTok,Delivered
ORD-10263,2025-08-26,Consumer,NY,Coffee Beans 1lb,Grocery,1,14.99,0,14.99,0,14.99,TikTok,Returned
ORD-10264,2025-04-15,Consumer,FL,Yoga Mat,Sports,2,24.0,0,48.0,4.99,43.01,Website,Delivered
ORD-10265,2025-01-27,Consumer,NY,Notebook Set,Office,3,9.99,0.2,23.98,0,23.98,TikTok,Delivered
ORD-10266,2025-09-03,Consumer,TX,Phone Case,Accessories,1,12.5,0.2,10.0,0,10.0,Website,Delivered
ORD-10267,2025-05-05,Corporate,GA,Coffee Beans 1lb,Grocery,3,14.99,0,44.97,6.99,37.98,Website,Returned
ORD-10268,2025-10-01,Corporate,TX,Running Socks 3pk,Apparel,1,11.0,0.05,10.45,6.99,3.459999999999999,Website,Returned
ORD-10269,2026-01-25,Consumer,GA,LED Strip Lights,Home,2,22.0,0,44.0,6.99,37.01,Instagram,Delivered
ORD-10270,2025-01-09,Consumer,NY,Protein Bar Box,Grocery,1,19.99,0.15,16.99,0,16.99,Website,Delivered
ORD-10271,2025-09-13,Corporate,TX,Coffee Beans 1lb,Grocery,2,14.99,0.1,26.98,0,26.98,Instagram,Cancelled
ORD-10272,2025-03-28,Consumer,CA,LED Strip Lights,Home,2,22.0,0,44.0,4.99,39.01,TikTok,Cancelled
ORD-10273,2025-12-09,Consumer,FL,Wireless Earbuds,Electronics,2,29.99,0,59.98,0,59.98,Amazon,Delivered
ORD-10274,2025-04-22,Corporate,CA,Phone Case,Accessories,3,12.5,0,37.5,0,37.5,TikTok,Cancelled
ORD-10275,2025-01-09,Consumer,NY,Protein Bar Box,Grocery,2,19.99,0.15,33.98,6.99,21.99,TikTok,Cancelled
ORD-10276,2025-09-15,Corporate,NY,Desk Lamp,Home,2,32.0,0,64.0,0,64.0,Website,Delivered
ORD-10277,2025-04-09,Corporate,NC,Phone Case,Accessories,2,12.5,0,25.0,0,25.0,Website,Delivered
ORD-10278,2025-10-17,Consumer,GA,Phone Case,Accessories,1,12.5,0.05,11.88,6.99,4.890000000000001,Website,Cancelled
ORD-10279,2025-07-13,Corporate,CA,Wireless Earbuds,Electronics,1,29.99,0.05,28.49,6.99,16.5,Website,Cancelled
ORD-10280,2025-11-27,Consumer,FL,Yoga Mat,Sports,1,24.0,0.05,22.8,6.99,15.81,Website,Delivered
ORD-10281,2025-05-19,Consumer,FL,Coffee Beans 1lb,Grocery,3,14.99,0.1,40.47,6.99,33.48,Website,Returned
ORD-10282,2025-06-11,Consumer,GA,Protein Bar Box,Grocery,3,19.99,0,59.97,0,59.97,Amazon,Delivered
ORD-10283,2025-10-18,Consumer,TX,Phone Case,Accessories,1,12.5,0,12.5,0,12.5,Amazon,Delivered
ORD-10284,2025-01-28,Consumer,NY,Phone Case,Accessories,2,12.5,0.15,21.25,4.99,16.259999999999998,Website,Delivered
ORD-10285,2026-02-01,Consumer,FL,Protein Bar Box,Grocery,2,19.99,0.1,35.98,6.99,28.989999999999995,Instagram,Delivered
ORD-10286,2025-08-10,Consumer,NY,Coffee Beans 1lb,Grocery,1,14.99,0.1,13.49,6.99,1.5,TikTok,Delivered
ORD-10287,2025-05-18,Consumer,NY,Coffee Beans 1lb,Grocery,3,14.99,0,44.97,0,44.97,Amazon,Delivered
ORD-10288,2025-02-16,Consumer,NC,Water Bottle,Sports,1,18.5,0,18.5,0,18.5,Website,Delivered
ORD-10289,2025-08-18,Corporate,NY,Yoga Mat,Sports,1,24.0,0,24.0,6.99,12.01,Website,Delivered
ORD-10290,2025-07-17,Consumer,NC,Notebook Set,Office,1,9.99,0.1,8.99,4.99,4.0,Website,Cancelled
ORD-10291,2025-12-17,Consumer,FL,Notebook Set,Office,1,9.99,0.1,8.99,0,3.99,Website,Delivered
ORD-10292,2025-08-11,Consumer,NY,LED Strip Lights,Home,1,22.0,0,22.0,0,22.0,Website,Delivered
ORD-10293,2025-11-01,Corporate,GA,Desk Lamp,Home,1,32.0,0.15,27.2,6.99,20.21,Website,Delivered
ORD-10294,2025-06-18,Consumer,TX,Wireless Earbuds,Electronics,2,29.99,0,59.98,6.99,52.989999999999995,Amazon,Returned
ORD-10295,2025-09-03,Consumer,FL,Yoga Mat,Sports,1,24.0,0,24.0,0,24.0,Website,Delivered
ORD-10296,2025-06-16,Consumer,NC,LED Strip Lights,Home,2,22.0,0.2,35.2,0,35.2,Instagram,Delivered
ORD-10297,2025-12-16,Corporate,FL,Phone Case,Accessories,2,12.5,0,25.0,0,25.0,Instagram,Cancelled
ORD-10298,2025-12-21,Consumer,NY,Coffee Beans 1lb,Grocery,2,14.99,0.2,23.98,4.99,18.990000000000002,Website,Cancelled
ORD-10299,2026-01-02,Consumer,NY,Desk Lamp,Home,1,32.0,0,32.0,0,27.0,TikTok,Delivered
ORD-10300,2025-10-06,Consumer,TX,Protein Bar Box,Grocery,2,19.99,0.1,35.98,6.99,28.989999999999995,TikTok,Returned
ORD-10301,2025-12-03,Corporate,TX,Phone Case,Accessories,1,12.5,0.2,10.0,0,10.0,TikTok,Delivered
ORD-10302,2026-01-21,Consumer,NY,Protein Bar Box,Grocery,3,19.99,0.15,50.97,6.99,38.98,Website,Delivered
ORD-10303,2025-08-17,Consumer,NY,Coffee Beans 1lb,Grocery,2,14.99,0.15,25.48,0,25.48,Amazon,Returned
ORD-10304,2025-09-05,Consumer,NC,Notebook Set,Office,1,9.99,0,9.99,0,9.99,Website,Delivered
ORD-10305,2025-08-22,Consumer,CA,Yoga Mat,Sports,1,24.0,0,24.0,4.99,19.009999999999998,Website,Delivered
ORD-10306,2025-01-23,Corporate,FL,LED Strip Lights,Home,1,22.0,0,22.0,4.99,12.01,Website,Cancelled
ORD-10307,2026-01-15,Consumer,FL,Phone Case,Accessories,3,12.5,0.2,30.0,0,30.0,Website,Returned
ORD-10308,2025-11-19,Consumer,FL,Water Bottle,Sports,2,18.5,0,37.0,6.99,30.009999999999998,Instagram,Delivered
ORD-10309,2025-08-19,Corporate,NY,Wireless Earbuds,Electronics,3,29.99,0.1,80.97,0,80.97,Amazon,Delivered
ORD-10310,2025-10-23,Consumer,FL,Coffee Beans 1lb,Grocery,1,14.99,0.2,11.99,0,11.99,Website,Delivered
ORD-10311,2025-09-28,Corporate,TX,Phone Case,Accessories,1,12.5,0.15,10.62,6.99,3.629999999999999,TikTok,Delivered
ORD-10312,2025-08-23,Corporate,FL,Protein Bar Box,Grocery,1,19.99,0,19.99,4.99,14.999999999999998,Amazon,Delivered
ORD-10313,2025-06-10,Consumer,GA,Protein Bar Box,Grocery,2,19.99,0,39.98,0,39.98,Website,Delivered
ORD-10314,2025-11-02,Consumer,NY,Yoga Mat,Sports,2,24.0,0.05,45.6,6.99,38.61,Instagram,Cancelled
ORD-10315,2025-10-12,Consumer,CA,Notebook Set,Office,3,9.99,0.15,25.47,0,25.47,Website,Delivered
ORD-10316,2025-01-05,Consumer,FL,LED Strip Lights,Home,2,22.0,0,44.0,4.99,39.01,Instagram,Returned
ORD-10317,2025-12-17,Consumer,NY,Notebook Set,Office,3,9.99,0.05,28.47,6.99,21.479999999999997,Instagram,Delivered
ORD-10318,2026-01-25,Consumer,NC,Yoga Mat,Sports,1,24.0,0.1,21.6,0,16.6,Website,Returned
ORD-10319,2025-10-17,Corporate,CA,Desk Lamp,Home,1,32.0,0.2,25.6,6.99,18.61,Website,Returned
ORD-10320,2025-10-05,Consumer,CA,Phone Case,Accessories,1,12.5,0.2,10.0,4.99,5.01,Instagram,Delivered
ORD-10321,2025-08-19,Consumer,TX,Coffee Beans 1lb,Grocery,1,14.99,0.2,11.99,0,11.99,Website,Delivered
ORD-10322,2025-12-30,Corporate,NY,Phone Case,Accessories,1,12.5,0,12.5,4.99,7.51,Website,Delivered
ORD-10323,2025-09-30,Consumer,FL,Coffee Beans 1lb,Grocery,1,14.99,0.1,13.49,4.99,8.5,Amazon,Delivered
ORD-10324,2025-03-11,Consumer,FL,Desk Lamp,Home,2,32.0,0,64.0,0,64.0,Amazon,Delivered
ORD-10325,2025-05-07,Corporate,NY,Yoga Mat,Sports,1,24.0,0,24.0,4.99,19.009999999999998,TikTok,Cancelled
ORD-10326,2025-08-20,Consumer,FL,Desk Lamp,Home,3,32.0,0.05,91.2,6.99,84.21000000000001,Amazon,Delivered
ORD-10327,2025-10-25,Consumer,FL,Running Socks 3pk,Apparel,2,11.0,0.05,20.9,4.99,15.909999999999998,Instagram,Cancelled
ORD-10328,2025-04-22,Consumer,GA,Running Socks 3pk,Apparel,1,11.0,0.2,8.8,6.99,1.8100000000000005,Website,Delivered
ORD-10329,2025-10-17,Consumer,TX,Running Socks 3pk,Apparel,2,11.0,0.1,19.8,0,19.8,Website,Delivered
ORD-10330,2025-01-09,Consumer,FL,Phone Case,Accessories,3,12.5,0.2,30.0,6.99,23.009999999999998,Website,Delivered
ORD-10331,2025-03-23,Consumer,FL,Coffee Beans 1lb,Grocery,3,14.99,0,44.97,4.99,39.98,Website,Delivered
ORD-10332,2025-01-27,Consumer,NC,Running Socks 3pk,Apparel,3,11.0,0.15,28.05,0,28.05,Website,Delivered
ORD-10333,2025-04-20,Consumer,FL,Phone Case,Accessories,3,12.5,0,37.5,0,32.5,Website,Returned
ORD-10334,2025-03-03,Consumer,FL,LED Strip Lights,Home,1,22.0,0,22.0,4.99,17.009999999999998,Website,Delivered
ORD-10335,2025-02-22,Consumer,TX,Phone Case,Accessories,3,12.5,0.2,30.0,0,30.0,Website,Delivered
ORD-10336,2025-02-05,Corporate,FL,Yoga Mat,Sports,3,24.0,0.15,61.2,0,61.2,Website,Delivered
ORD-10337,2025-07-30,Corporate,CA,Running Socks 3pk,Apparel,3,11.0,0,33.0,0,33.0,Website,Delivered
ORD-10338,2025-06-29,Consumer,TX,Yoga Mat,Sports,1,24.0,0.1,21.6,6.99,14.610000000000001,Website,Delivered
ORD-10339,2026-02-03,Corporate,FL,Phone Case,Accessories,1,12.5,0.1,11.25,4.99,6.26,Amazon,Delivered
ORD-10340,2026-01-18,Consumer,NC,Coffee Beans 1lb,Grocery,2,14.99,0.1,26.98,0,26.98,Website,Delivered
ORD-10341,2025-11-23,Corporate,FL,Water Bottle,Sports,1,18.5,0,18.5,6.99,11.51,Website,Delivered
ORD-10342,2025-07-07,Corporate,FL,Running Socks 3pk,Apparel,1,11.0,0.05,10.45,6.99,3.459999999999999,Website,Delivered
ORD-10343,2025-04-21,Consumer,FL,Protein Bar Box,Grocery,1,19.99,0,19.99,4.99,14.999999999999998,Instagram,Returned
ORD-10344,2025-08-05,Corporate,NY,Desk Lamp,Home,3,32.0,0.15,81.6,6.99,69.61,TikTok,Returned
ORD-10345,2025-06-08,Consumer,GA,Protein Bar Box,Grocery,1,19.99,0,19.99,0,19.99,Website,Returned
ORD-10346,2025-06-08,Corporate,NY,Running Socks 3pk,Apparel,2,11.0,0.1,19.8,0,19.8,Website,Delivered
ORD-10347,2025-08-21,Corporate,FL,Coffee Beans 1lb,Grocery,1,14.99,0.05,14.24,0,14.24,Amazon,Cancelled
ORD-10348,2025-12-26,Consumer,FL,Yoga Mat,Sports,1,24.0,0,24.0,0,24.0,Website,Returned
ORD-10349,2025-07-10,Consumer,NC,Notebook Set,Office,3,9.99,0,29.97,0,29.97,Website,Delivered
ORD-10350,2025-05-15,Corporate,FL,Running Socks 3pk,Apparel,2,11.0,0,22.0,0,22.0,TikTok,Delivered
ORD-10351,2025-07-08,Consumer,NC,Wireless Earbuds,Electronics,2,29.99,0.2,47.98,0,47.98,TikTok,Cancelled
ORD-10352,2025-01-23,Consumer,GA,Phone Case,Accessories,1,12.5,0.15,10.62,0,5.62,Website,Delivered
ORD-10353,2025-10-11,Corporate,NY,Yoga Mat,Sports,1,24.0,0.2,19.2,0,19.2,Website,Delivered
ORD-10354,2025-10-20,Consumer,FL,Running Socks 3pk,Apparel,1,11.0,0.2,8.8,0,8.8,Website,Delivered
ORD-10355,2025-02-05,Consumer,NC,Coffee Beans 1lb,Grocery,2,14.99,0,29.98,6.99,22.990000000000002,Website,Delivered
ORD-10356,2025-07-08,Consumer,NC,Phone Case,Accessories,2,12.5,0.05,23.75,0,23.75,Website,Cancelled
ORD-10357,2025-10-30,Consumer,GA,Protein Bar Box,Grocery,1,19.99,0.05,18.99,4.99,13.999999999999998,TikTok,Delivered
ORD-10358,2025-04-30,Corporate,TX,Yoga Mat,Sports,1,24.0,0.05,22.8,0,22.8,Amazon,Delivered
ORD-10359,2026-01-13,Corporate,NC,Running Socks 3pk,Apparel,1,11.0,0.2,8.8,6.99,-3.19,TikTok,Delivered
ORD-10360,2025-12-31,Consumer,FL,Water Bottle,Sports,2,18.5,0,37.0,0,32.0,Website,Returned
ORD-10361,2026-01-18,Consumer,FL,Water Bottle,Sports,3,18.5,0,55.5,6.99,48.51,Amazon,Delivered
ORD-10362,2025-08-11,Corporate,FL,Phone Case,Accessories,2,12.5,0.1,22.5,0,22.5,Website,Delivered
ORD-10363,2025-06-12,Consumer,NC,Water Bottle,Sports,3,18.5,0.2,44.4,4.99,39.41,Website,Delivered
ORD-10364,2025-03-26,Consumer,CA,Protein Bar Box,Grocery,1,19.99,0,19.99,0,19.99,Website,Returned
ORD-10365,2025-08-26,Consumer,FL,Running Socks 3pk,Apparel,1,11.0,0.05,10.45,4.99,0.46,Amazon,Delivered
ORD-10366,2025-03-17,Consumer,GA,Protein Bar Box,Grocery,1,19.99,0,19.99,4.99,14.999999999999998,Instagram,Returned
ORD-10367,2025-03-31,Consumer,NY,Wireless Earbuds,Electronics,3,29.99,0,89.97,4.99,84.98,TikTok,Cancelled
ORD-10368,2025-02-22,Consumer,FL,Notebook Set,Office,1,9.99,0,9.99,6.99,-2.0,Website,Delivered
ORD-10369,2025-10-26,Corporate,NC,Coffee Beans 1lb,Grocery,2,14.99,0,29.98,0,29.98,Website,Delivered
ORD-10370,2025-03-07,Consumer,TX,Phone Case,Accessories,1,12.5,0.15,10.62,6.99,-1.37,Instagram,Delivered
ORD-10371,2025-09-12,Consumer,NY,Yoga Mat,Sports,2,24.0,0.05,45.6,6.99,38.61,Website,Delivered
ORD-10372,2025-08-17,Consumer,FL,Coffee Beans 1lb,Grocery,1,14.99,0,14.99,4.99,10.0,TikTok,Delivered
ORD-10373,2025-02-01,Consumer,NC,Desk Lamp,Home,2,32.0,0.05,60.8,6.99,53.809999999999995,Instagram,Delivered
ORD-10374,2025-07-15,Corporate,TX,Notebook Set,Office,1,9.99,0.15,8.49,0,8.49,Instagram,Delivered
ORD-10375,2025-05-19,Consumer,FL,Protein Bar Box,Grocery,2,19.99,0,39.98,6.99,32.989999999999995,Website,Delivered
ORD-10376,2025-09-29,Consumer,GA,Desk Lamp,Home,1,32.0,0.2,25.6,6.99,18.61,Website,Delivered
ORD-10377,2026-01-27,Consumer,NY,Coffee Beans 1lb,Grocery,1,14.99,0.1,13.49,0,13.49,Website,Delivered
ORD-10378,2025-10-30,Consumer,TX,Coffee Beans 1lb,Grocery,2,14.99,0,29.98,4.99,24.990000000000002,TikTok,Delivered
ORD-10379,2025-10-05,Consumer,FL,Protein Bar Box,Grocery,1,19.99,0.2,15.99,6.99,9.0,Website,Delivered
ORD-10380,2025-09-27,Consumer,FL,Coffee Beans 1lb,Grocery,2,14.99,0,29.98,0,29.98,TikTok,Delivered
ORD-10381,2025-06-15,Consumer,FL,Yoga Mat,Sports,1,24.0,0.15,20.4,0,15.4,Amazon,Delivered
ORD-10382,2025-02-07,Consumer,NY,Phone Case,Accessories,2,12.5,0.2,20.0,4.99,15.01,Website,Delivered
ORD-10383,2025-11-24,Consumer,TX,Running Socks 3pk,Apparel,1,11.0,0,11.0,6.99,4.01,TikTok,Cancelled
ORD-10384,2025-07-13,Consumer,NC,Protein Bar Box,Grocery,1,19.99,0,19.99,0,14.99,Amazon,Delivered
ORD-10385,2025-04-04,Corporate,TX,Protein Bar Box,Grocery,2,19.99,0.2,31.98,0,31.98,TikTok,Delivered
ORD-10386,2025-06-19,Corporate,FL,Protein Bar Box,Grocery,1,19.99,0.05,18.99,0,18.99,Website,Delivered
ORD-10387,2025-08-17,Consumer,NC,Phone Case,Accessories,3,12.5,0.15,31.88,4.99,26.89,Amazon,Delivered
ORD-10388,2026-01-04,Consumer,FL,Running Socks 3pk,Apparel,1,11.0,0.2,8.8,0,8.8,Amazon,Delivered
ORD-10389,2025-06-29,Corporate,NY,Yoga Mat,Sports,2,24.0,0.05,45.6,6.99,33.61,Instagram,Returned
ORD-10390,2025-01-18,Consumer,FL,Coffee Beans 1lb,Grocery,1,14.99,0.05,14.24,0,14.24,Website,Delivered
ORD-10391,2026-01-10,Consumer,FL,Running Socks 3pk,Apparel,1,11.0,0.05,10.45,0,10.45,TikTok,Delivered
ORD-10392,2025-11-07,Consumer,FL,Wireless Earbuds,Electronics,2,29.99,0.15,50.98,0,45.98,Website,Delivered
ORD-10393,2025-12-05,Consumer,NC,Coffee Beans 1lb,Grocery,2,14.99,0.15,25.48,4.99,20.490000000000002,Website,Delivered
ORD-10394,2025-03-20,Consumer,TX,Protein Bar Box,Grocery,2,19.99,0.2,31.98,6.99,19.99,Website,Delivered
ORD-10395,2025-01-14,Consumer,FL,Protein Bar Box,Grocery,2,19.99,0,39.98,0,39.98,Website,Delivered
ORD-10396,2025-08-30,Consumer,NC,Phone Case,Accessories,1,12.5,0.2,10.0,6.99,-1.99,TikTok,Delivered
ORD-10397,2025-04-06,Consumer,FL,Yoga Mat,Sports,1,24.0,0.05,22.8,4.99,17.810000000000002,Instagram,Delivered
ORD-10398,2025-03-19,Corporate,FL,Coffee Beans 1lb,Grocery,1,14.99,0.1,13.49,0,8.49,Website,Returned
ORD-10399,2025-07-18,Corporate,NY,Water Bottle,Sports,2,18.5,0,37.0,0,37.0,Amazon,Delivered
ORD-10400,2025-02-10,Consumer,FL,Protein Bar Box,Grocery,1,19.99,0.05,18.99,4.99,13.999999999999998,TikTok,Returned
ORD-10401,2025-03-30,Consumer,GA,Protein Bar Box,Grocery,1,19.99,0,19.99,6.99,12.999999999999998,Website,Delivered
ORD-10402,2025-04-14,Corporate,FL,Water Bottle,Sports,1,18.5,0.15,15.72,6.99,8.73,Website,Delivered
ORD-10403,2025-10-10,Consumer,NC,Phone Case,Accessories,1,12.5,0.05,11.88,6.99,4.890000000000001,Website,Cancelled
ORD-10404,2025-02-27,Consumer,FL,Protein Bar Box,Grocery,2,19.99,0.1,35.98,6.99,23.99,TikTok,Returned
ORD-10405,2025-05-27,Corporate,TX,Phone Case,Accessories,1,12.5,0.1,11.25,0,11.25,Website,Delivered
ORD-10406,2025-01-20,Consumer,NC,LED Strip Lights,Home,2,22.0,0.1,39.6,6.99,32.61,TikTok,Returned
ORD-10407,2025-12-20,Consumer,FL,Water Bottle,Sports,1,18.5,0.05,17.57,4.99,12.58,Website,Delivered
ORD-10408,2025-06-09,Consumer,CA,Wireless Earbuds,Electronics,1,29.99,0.2,23.99,4.99,19.0,Amazon,Delivered
ORD-10409,2026-02-01,Consumer,NC,Coffee Beans 1lb,Grocery,1,14.99,0,14.99,6.99,8.0,TikTok,Cancelled
ORD-10410,2025-07-28,Corporate,CA,Phone Case,Accessories,1,12.5,0.05,11.88,0,11.88,Website,Delivered
ORD-10411,2025-12-30,Corporate,NY,Notebook Set,Office,1,9.99,0,9.99,4.99,0.0,TikTok,Returned
ORD-10412,2025-01-30,Consumer,FL,Wireless Earbuds,Electronics,1,29.99,0,29.99,0,29.99,Website,Cancelled
ORD-10413,2025-09-16,Consumer,FL,Coffee Beans 1lb,Grocery,1,14.99,0,14.99,6.99,8.0,Website,Delivered
ORD-10414,2025-08-31,Corporate,TX,LED Strip Lights,Home,2,22.0,0.05,41.8,0,41.8,Website,Cancelled
ORD-10415,2025-01-26,Consumer,GA,Phone Case,Accessories,1,12.5,0,12.5,6.99,5.51,Amazon,Delivered
ORD-10416,2025-09-20,Consumer,FL,Coffee Beans 1lb,Grocery,1,14.99,0.15,12.74,6.99,5.75,Website,Cancelled
ORD-10417,2025-04-25,Consumer,NC,Yoga Mat,Sports,2,24.0,0.2,38.4,0,38.4,Amazon,Cancelled
ORD-10418,2025-08-24,Consumer,GA,Desk Lamp,Home,2,32.0,0.05,60.8,4.99,55.809999999999995,Amazon,Returned
ORD-10419,2025-01-04,Corporate,TX,Protein Bar Box,Grocery,2,19.99,0.1,35.98,0,35.98,TikTok,Returned
ORD-10420,2025-09-04,Consumer,TX,Desk Lamp,Home,1,32.0,0.15,27.2,0,27.2,Amazon,Delivered
ORD-10421,2025-04-07,Consumer,GA,Desk Lamp,Home,1,32.0,0.15,27.2,4.99,22.21,TikTok,Delivered
ORD-10422,2025-12-02,Consumer,NC,Running Socks 3pk,Apparel,3,11.0,0,33.0,0,33.0,Instagram,Delivered
ORD-10423,2025-06-25,Corporate,GA,Water Bottle,Sports,3,18.5,0,55.5,0,55.5,Amazon,Delivered
ORD-10424,2025-12-03,Corporate,FL,Running Socks 3pk,Apparel,2,11.0,0,22.0,0,22.0,Instagram,Delivered
ORD-10425,2025-12-15,Consumer,FL,Desk Lamp,Home,3,32.0,0.2,76.8,0,76.8,Website,Cancelled
ORD-10426,2025-07-10,Consumer,NC,Desk Lamp,Home,2,32.0,0.2,51.2,4.99,46.21,Website,Delivered
ORD-10427,2025-08-30,Consumer,FL,Wireless Earbuds,Electronics,3,29.99,0.1,80.97,0,80.97,Instagram,Returned
